"UID","parkName","panoramaID","panoramaDate","year","direction"
"GFpPtaoPrXxUYERwMhBaPQ","David-Lam-Park","98sYO1gLQ5y8nPg8RAe6fw","Jun 2017","2017",299
"GG7asJOis0Ml7AbXPTXAXw","Eburne-Park","gjL6Y7rDBmCeKOoK84_xLA","May 2017","2017",182
"GGGZIkdX_yR-bpfxOUMOvg","Woodland-Park","zhx8SkW5phdcJ6zGQ9Iwxg","May 2017","2017",174
"GIb5IiGq_uo7OJEgwbqG2Q","Nelson-Park","3S8vcPQDysyr1umIlmPYoA","May 2017","2017",102
"GIb5IiGq_uo7OJEgwbqG2Q","Emery-Barnes-Park","r4pJixryLxLikf94zCClhw","May 2017","2017",102
"GIpSbPjzka2v-gCqnEmM7w","Nelson-Park","U2kw_y3vzxKcwC98wSNmoQ","Jun 2017","2017",92
"GJ9ZMEAzKB6e080ldWEKyA","Granville-Park","WfAx8sNFkIucKzXkviclXg","Jun 2017","2017",263
"GJPAqf4SRxiw3zraAoSogA","Earles-Park","aqAG7j2P59KcQ-MCWvk3Ug","May 2017","2017",289
"GJmDJX6tQhclA44oQ5J4FQ","Hillcrest-Park","Tf-mTLldJvtwLo47osOpww","Oct 2017","2017",157
"GJmRzLX0c88zzqmz1FTdHw","Woodland-Park","XGmbNusXboTsFFGayj4TGg","Jun 2017","2017",1
"GJsF0zu0lZNKxRdrYAE4qw","Memorial-South-Park","1dO5-7T5NRS3-ns9-BhG9A","May 2017","2017",275
"GJxETz0pmTSGsJueIdeI9w","Connaught-Park","z0_NXcuJn_N7yLHLj_3zMg","Jun 2017","2017",0
"GKmbjzw1vrlUW6C_KH3Lng","Grimmett-Park","gopbD6HSb9RpBGNGzJPADg","May 2017","2017",271
"GKmbjzw1vrlUW6C_KH3Lng","Mount-Pleasant-Park","gopbD6HSb9RpBGNGzJPADg","May 2017","2017",271
"GL9KzVQZEewxhN8zHpPPYw","Kaslo-Park","B4Y_20WYs-NRqV_itkVaTg","May 2017","2017",270
"GLCYVk8jaVCYwu8a_qcP4Q","Granville-Park","DOzMXTyWKFrKXY_Yx-2CGA","May 2017","2017",1
"GLpgVriFd8hH469shMwdqw","David-Lam-Park","uR_BVUaPV6bWtk0nOt0ESw","May 2017","2017",326
"GLpgVriFd8hH469shMwdqw","Emery-Barnes-Park","uR_BVUaPV6bWtk0nOt0ESw","May 2017","2017",326
"GM--UEZpXGm2-mVcEfxxgA","Quilchena-Park","UWO03aQrGfDVX5WhCQm31A","Jun 2017","2017",92
"GMAF0RiYlbHRcrBBKmC8Tw","Strathcona-Park","xnwNAuObN5aVJsCy6nK3uA","Jun 2017","2017",251
"GMAF0RiYlbHRcrBBKmC8Tw","Woodland-Park","xnwNAuObN5aVJsCy6nK3uA","Jun 2017","2017",251
"GMKhBeWKvZm_RLj1u3rqgw","Foster-Park","EXvlr5228Dy-mGBLJh7lGg","Jun 2017","2017",96
"GMaHHIeSxxYKWB6FHXC4PA","Nelson-Park","x0yE-R46VKJLMq2L0SVMcA","May 2017","2017",315
"GMxsrJKoavt7p2kFNJ_gEw","Eburne-Park","0CFtmcT-sRrqOH8NavvCIw","May 2017","2017",207
"GMz_6-i675ToAWJ1o0xpnA","Woodland-Park","TMsunjuKwgfMZO3Oh88dJg","Apr 2017","2017",274
"GNE0RHmjgva2iYK-8Zgr7Q","Strathcona-Park","s6Yq0z0bhcf7My9YUqGjvw","May 2017","2017",317
"GNQ5x3oXRiOlLkm_TKn8Hw","Morton-Park","NHOV4BBJfEoH5n_u6yGCMA","Jun 2017","2017",115
"GNjA7FonY64VSke4NP6Zew","Eburne-Park","fXBaVl9x9Mx_bC6ZnsGGnw","May 2017","2017",243
"GORMCypJ3x7DCIBjz5I5Zw","Hillcrest-Park","TbrVAJydBqH5x8SsQJOKfw","May 2017","2017",172
"GOeir1mA8esdgXVfFB5I_w","Winona-Park","t9KvMNCXn5W9hMJ2s6sqTg","May 2017","2017",267
"GOnZlls_HThcZ_3sIAqFMg","Strathcona-Park","1JrEOpMXby-G_z-60h6DQw","Jun 2017","2017",181
"GOohBy6uSnOOk9pwJJ7i9A","Nelson-Park","Gm0kC5YoZdyqed3i7GrwYA","Jun 2017","2017",116
"GP07yiqlxSMbeyjsyoaBIg","Connaught-Park","SlRUsjbhG8si3drJwugkiA","May 2017","2017",336
"GPFiiicQ-ErwXQGt21mpHA","Adanac-Park","QT963B7BsXlaVkTTjgFRsw","Aug 2017","2017",186
"GPJd0w6F5HFuqXDhvvZDrw","Foster-Park","Oo2BCWhNFUNV_uMW0-lOBQ","Aug 2017","2017",179
"GPVnd3NfWCUw_zuRBj9pwA","Adanac-Park","OeWNjhBevvF1O0_rcq5QDA","Aug 2017","2017",270
"GPqYGph7VTryql9LtuCm1Q","Adanac-Park","qzWacmgLoK6qj1egFjJU-Q","Aug 2017","2017",199
"GQ5JOi20mUO8VldgBrPjiQ","Hillcrest-Park","Sf_vj8fmFlH1AYzSlKeblQ","Oct 2017","2017",157
"GQNNsLqkvMdIzDWGflgzZQ","Strathcona-Park","VIYICkOj6vTLMnqzNJnJNw","Jun 2017","2017",343
"GR0thLUSQTfTfv2EtDecIw","Nelson-Park","lBuQcWc2_ImuoXs1rBjHbA","Apr 2017","2017",12
"GS4bFZXsqJ9f6Y0q_BFCrQ","Memorial-South-Park","A253h169shdqGW5-rshVDA","May 2017","2017",271
"GSHhYpabuJryn1vOYGa3AQ","Winona-Park","J4QJFa8bKGHO1d6AXgE9YA","May 2017","2017",260
"GSM08muxUKwtL7faFCXZKw","Emery-Barnes-Park","ObgVydYyLFrHJ-9tfZAraw","May 2017","2017",302
"GSOC8VV7d9uXqYnNeYYcsA","David-Lam-Park","FSAe-bbxBMdiO8_JWw3exg","Jun 2017","2017",249
"GSOC8VV7d9uXqYnNeYYcsA","Emery-Barnes-Park","FSAe-bbxBMdiO8_JWw3exg","Jun 2017","2017",249
"GSlYK592pMexgMcKIKiXoA","Connaught-Park","uQms1fTFerbuk11F00A6Xw","Jun 2017","2017",2
"GTD0z-Vv5E2H3WfJgB8ZRw","Quilchena-Park","EgEhP8bl7Gt29rSrw4JwEg","May 2017","2017",211
"GTG6wUAlf0pGI7pxVRPvnQ","Mount-Pleasant-Park","-Epc0H8mUafbJtVt6-iQTA","Jun 2017","2017",56
"GUSO5M_arPYUo9fqwZ9Ghw","Nelson-Park","Mzxuf_gbqSr4qqA3g-slIg","May 2017","2017",273
"GUbKZY66EWtDEi0cGIbzOQ","Valdez-Park","Z_z-zjhUkj81VPdWkWQatA","May 2017","2017",359
"GUdGvS8tpfiPgihwrOWvZw","Adanac-Park","FsQiJNsrSskMZBXQRQfm1w","Aug 2017","2017",343
"GVV99LM7eeD5onv4qu9nIg","John-Hendry-Park","3SfUWn--tC15BWEViYJkTQ","May 2017","2017",277
"GVV99LM7eeD5onv4qu9nIg","John-Hendry-Park","vDrFRayMSGme_QUzs77hSA","Oct 2017","2017",277
"GVpYjcszMsxH06R0HUK0Hw","Grimmett-Park","K88_LZXae2bgQz837yw5Ow","May 2017","2017",335
"GVpYjcszMsxH06R0HUK0Hw","Mount-Pleasant-Park","K88_LZXae2bgQz837yw5Ow","May 2017","2017",335
"GWAGY0EnuLSyoTfIn4tiDA","Morton-Park","moDMjCWGb43E3CA9Z9RkqA","Jun 2017","2017",115
"GXWYN6lDCtPA70P4Wr6pxg","David-Lam-Park","13cr8op52mtxNAeI2bjFlw","Jun 2017","2017",315
"GXWYN6lDCtPA70P4Wr6pxg","Emery-Barnes-Park","13cr8op52mtxNAeI2bjFlw","Jun 2017","2017",315
"GXt9driJvkWz0QUEoDllVQ","Adanac-Park","xeG4-3LTqwb2Fp_NrnLzgw","May 2017","2017",264
"GYB9SrU2zIOS_55ZqghN5w","Adanac-Park","w7BJ2WRRFsbv9uDK64sQtw","Oct 2017","2017",7
"GYGcaRJLTrwj2uhjHZU_cw","Granville-Park","Xkt3X2slRNgoFw6IZevKdg","May 2017","2017",92
"GYlfTmsTJmYdMzxdCYYHTw","Memorial-South-Park","BkJ5B2G7y66PKcgy0QYjCA","May 2017","2017",326
"GZQE62m92nFnvp39dJcvVw","Earles-Park","c3E1XlYOKbw_eu0l6fXWhw","May 2017","2017",114
"GZdYZJlMrAaHrRsHxBxC2Q","Emery-Barnes-Park","byuxOM_OhSz7Cit4GhKP0w","May 2017","2017",315
"GZvbCaiK_XnYvaKADN_0Nw","Grimmett-Park","eGh2k2rvC8X2-3R4azG6PA","May 2017","2017",353
"GZvbCaiK_XnYvaKADN_0Nw","Mount-Pleasant-Park","eGh2k2rvC8X2-3R4azG6PA","May 2017","2017",353
"GZyH7Bzsv0dB5HVuJ09g-A","Eburne-Park","RC5bm3wUzDty3O5qpTjx5A","Jun 2017","2017",306
"G_KKhQ7GqTHJIIDwN7rzyA","Woodland-Park","wcYNdm3Tj_wTN2xrpooKDA","Jun 2017","2017",1
"G_RRqwU0iNbux3Gnnq9JNg","Earles-Park","usvX9gmWb-gs-OPiD-dBBw","May 2017","2017",44
"Ga-Efcm5EpwfN-ed__wGQw","Nelson-Park","veGikvxHc5970uY8B3J30Q","May 2017","2017",224
"Ga8tKStAlJ2dbQZ3HY6FEA","Granville-Park","-ueqv_hs2ywgl0-bcQVjlg","May 2017","2017",107
"GbUBeDoWrPGJNb1mBT4q-A","David-Lam-Park","-av9OD6fr8c4RMmVhz-exQ","Jun 2017","2017",299
"GbZfrX-fMqWXUgn96rxnUw","Winona-Park","m3KOWgWIyQdJMDGwV-dyqw","May 2017","2017",337
"GcVwIJ8jU13vhXWG0LJJnw","Emery-Barnes-Park","y-9QYBIelW27wjXbpiQIeg","May 2017","2017",284
"GcayKKB2D_WI0AxSAKGl5Q","Nelson-Park","AtDxrZJvP4wsKPy6AQhwvA","May 2017","2017",135
"Gcvnch1ZyfxTAwIOjOoq7w","Quilchena-Park","xski0i3XKdA0sTESzxic6Q","Jun 2017","2017",91
"GdEj1xP94tZwXpMOV9y7GQ","David-Lam-Park","Ictq06DpnxvSxbFpArI1AA","May 2017","2017",277
"GdeIfGj64YjYl6OFWo9qOw","Nelson-Park","rkvGgiO1lAZVLu1Fb_8Xcg","May 2017","2017",195
"GeSe58KIT--cG5LKx7JqmQ","Strathcona-Park","GyV_R1pQhri5orfFx2a0ww","May 2017","2017",292
"GepBzBWWx9BiYOj54jedxA","Memorial-South-Park","vDp67QdPd_DpPbi__lo6bw","May 2017","2017",255
"GevRexOVjPvBdKSsmyaNNg","Emery-Barnes-Park","XQ2r8LztFiCqqg0y3oJpKQ","Jun 2017","2017",282
"Gf5JASsHC8w6C0nQSETGdA","Hillcrest-Park","7J2QytZ_a9h8d4UZnmH17g","May 2017","2017",140
"GfegktGsn4cZehG4SCuZ1A","Nelson-Park","2L1k111pixFU22yI5oSgTw","Apr 2017","2017",315
"GflCdCn0xq_D5bgx8EQx8g","Woodland-Park","6_zjh0nWhBLrNtOqjx6B8Q","Apr 2017","2017",273
"GfmHjVpXFlWBJCi_P5Ob6g","Granville-Park","Wq-3HO6Ud9BuXRVc-EMKaQ","Jun 2017","2017",326
"GftDIxyFFgZQhN0LvTNZcw","Nelson-Park","r56jCsd3fuNyujKw2BLJqg","May 2017","2017",89
"GfxvJ4MOXwbOiBMMzPc2yA","Connaught-Park","EOwQDraapWkg-CVXu_PB7Q","Jun 2017","2017",269
"Gg4Kuo4XcNtjmBJWu97wbg","Hillcrest-Park","HeNa65AthJKYkLxBeBACmg","May 2017","2017",181
"GgBvDEGyemn733kq12Dhlg","David-Lam-Park","TC4xSdjfKifjdLl6mTQQ4Q","May 2017","2017",313
"GgkQsCJ81_oNMeX5mETEoQ","Woodland-Park","rsoBf6HKPfaEaqeFhNYq9g","May 2017","2017",271
"Ggmm17UhIpEsc60LofkSbw","Eburne-Park","VUxiTD4W2aH3DJhSHAMYEQ","May 2017","2017",243
"GgoGhX9wFcN5Xp0OEhTBVg","Emery-Barnes-Park","dlNG_qeSc2LvsfedpsnoTQ","Jun 2017","2017",1
"Gi0sV2TjHjFmMQZ_cZaO1w","Hillcrest-Park","6pQ-zDNnS_XF31ItYJYB4Q","May 2017","2017",232
"GiiiXPO7-OcswoQzigfN-Q","Quilchena-Park","xN23kfrBq5h7wjwbIa3_Iw","May 2017","2017",303
"GjSD_pW2J5doFxa5C2ws6w","Eburne-Park","LncXgN0-Pxjb_mkq1ilktg","May 2017","2017",243
"GjTZxFvDKhSLzpBRuEPLRw","Foster-Park","_fBsO7miDVxP2SdNN1Fzcw","Aug 2017","2017",272
"GjTZxFvDKhSLzpBRuEPLRw","Foster-Park","j9c5ygUHQyIIDCM6aTpgDw","Jun 2017","2017",272
"Gjfo-jstVUGZ9VbOYWGLzg","Eburne-Park","tRms9_BoHVkPiyFVgxtpCg","Jun 2017","2017",3
"GjjYo7DvlkjC4MhP7rLWkA","David-Lam-Park","8QNy9A8n3GrI_T_sffnleg","Jun 2017","2017",346
"Gk7FCYmxchPaW_bBfRXf5A","Nelson-Park","9PJu3uvWFq7Z7WUKfnyZfg","Apr 2017","2017",225
"Gk7XgZJ0thxdr6fwbsJwzA","Foster-Park","c1OQIj6-XL-gkQRn0glECA","Aug 2017","2017",246
"GkJYULcSzl3dVl-sbcV8_Q","Adanac-Park","8GI7ypmZdQhrcldX_9Fsbw","Aug 2017","2017",270
"GkPSS_XsNnl0buMRlvMdzg","Adanac-Park","hFYTXPzW073_1Q248RWOZg","Aug 2017","2017",343
"Gm9g7V23RxC31FVOXj7jrw","Bobolink-Park","NIJV8-rtRawekhH-lTeq5w","May 2017","2017",356
"GneRLUvjqIDNzIXUwpSFGw","David-Lam-Park","c-9oww62cvpUYHVYvK2IZQ","Jun 2017","2017",318
"Gp8ZTrv1RQd4wOnwsCXVPg","Morton-Park","qWhf4z9kG8oKqLHHb2NrDg","May 2017","2017",343
"GpZ2wqAbe6pLjloYvLkc0w","Hillcrest-Park","Chr-908vqhIADiEF1zUPJA","May 2017","2017",324
"GpcACtpFugBcs-cYE-UQzA","Emery-Barnes-Park","woxhIi3TDoLuqEjBFRJzUw","Jun 2017","2017",354
"GpcBOr3ouY9xuJwmTD0RfQ","Eburne-Park","2p-8ryiZf3WnP9fzcGZJgA","May 2017","2017",345
"GpgkoPLuwxu8qqL__jIvgQ","Hillcrest-Park","r8bj7s00nhPwsw_iDjL7Bw","May 2017","2017",271
"GphBpxeWl6PA7CJOpzFJIA","Eburne-Park","BrUcgviQ1lUUQeupX_Lp7w","Jun 2017","2017",178
"Gpj-eCPn3idpzK-Dt7IHgQ","Morton-Park","JCPW6FrzOh2nH5tv0iEDqA","May 2017","2017",135
"GqePHYiszZe7AuK71ru33A","Morton-Park","QAJ9ZxpUdhFG7Cax_qRRGw","Apr 2017","2017",225
"Gr5K-kHY6t9F5ODeTRKmqQ","Connaught-Park","fcUxgOnpI4Fy2p42CNh6vQ","May 2017","2017",278
"Gr5ZIMlnjxHltYsox4S4UQ","Morton-Park","ZncrzEyimF4SL4gZLzCzGQ","Jun 2017","2017",44
"Gt_MwvmETAl3usJ-sgUNkA","Earles-Park","fZzw83J9EdjQpBUeuNshmA","May 2017","2017",360
"GtdHp-JQdyTC4muguwVSBg","Foster-Park","rPxod0kygpCoQf33KT2Xdw","Aug 2017","2017",213
"GtgynpGDKJPZ3jylCKKAYw","David-Lam-Park","ZCnlXHShvQ92q8YNuS8dXQ","Jun 2017","2017",73
"GvKsdk2cp4MkDZ6FVHP-6A","Granville-Park","XztTwN6k5JQwyaJfFghMUQ","Jun 2017","2017",326
"GwlNM11RXCaEqpOf2vbvsg","Bobolink-Park","QmyJ5lJc0DvSTiALzi50Xw","May 2017","2017",320
"GxHM7QPYpYO8-uBHA_MtdQ","Adanac-Park","LSXHiOCRGocAxVqYdWY8Bw","Aug 2017","2017",249
"Gy8mUNbb_gbdQMzYOrxo3w","Nelson-Park","E2nYVH8Hay46ijfijOgW9g","Jun 2017","2017",283
"GyCPcEhWIEW5R_mdyJVcsw","David-Lam-Park","BmSyvsvNVc0qywObOFhZGQ","Jun 2017","2017",306
"GyCPcEhWIEW5R_mdyJVcsw","Emery-Barnes-Park","BmSyvsvNVc0qywObOFhZGQ","Jun 2017","2017",306
"GyGutng8pioo2HOiLsynLw","Strathcona-Park","fKEzxN0t_ZjlQIf8D5DEkQ","May 2017","2017",199
"GyK9qktFEoeMEmps6ty0ZQ","Grimmett-Park","kKghl5fsdJYLJnJk3ZIWZA","May 2017","2017",338
"GyhvOX_qhK-8xDDKvIb4YA","Grimmett-Park","Nd-yReY8DchvyCwWTinq5w","Jun 2017","2017",91
"GywOXQw8h4DSL9LXrO9Xkg","Nelson-Park","K6_ZEbgye2cD1DdtdDqXuw","Apr 2017","2017",306
"Gz8ymi5f-upLsAOE81LqJg","Connaught-Park","sOqp-lae1MZuIfvGrMBuRg","May 2017","2017",268
"GzEpvUGaBq3ePZqclKwn0w","Quilchena-Park","sWg9ZL8-R0xrKLRVlPPEhw","May 2017","2017",76
"H-7e0C8-zGptLJuqy8GvUQ","Strathcona-Park","AJ_8QA7HvAfSEBXVUmyNuw","Jun 2017","2017",281
"H-cF7KIZzhP-I7SC_KDEIg","Connaught-Park","Lq7zXxoAmSleD-3nn6ts2g","May 2017","2017",272
"H-oNqOjxJO42tdEl-oZnnw","Foster-Park","GBcMov9C2hcPSpiE9RNwvQ","Aug 2017","2017",165
"H-w1JGsc1bxizCmSUS_rzw","Hillcrest-Park","COqw1xWTbEfJm4jXIcdhog","May 2017","2017",172
"H-z0RGFvierZSQgP_8Gstg","David-Lam-Park","0v7OK7srmhExJzQ7ex5syg","Jun 2017","2017",161
"H-z0RGFvierZSQgP_8Gstg","Emery-Barnes-Park","0v7OK7srmhExJzQ7ex5syg","Jun 2017","2017",161
"H0a8j8Rxdg8g68qT-HrDWA","Quilchena-Park","HpORTJeSF63c3SEa3Pic4Q","May 2017","2017",325
"H0pH7TH3KlQi_a_1utR_SQ","Mount-Pleasant-Park","F-E4GkT7yFoMT5yCl4vV6A","Jun 2017","2017",274
"H0sdfhxjIT-G4625vccbjw","Emery-Barnes-Park","JlGZYHHGAjmRVclVhgGdEw","May 2017","2017",326
"H1E_HnqGkCi4e5qLboEq7A","Memorial-South-Park","-UjR0TtOcxOazG-qEMegOA","May 2017","2017",272
"H1T7GyzT1oz_uSqGqX0bNA","Mount-Pleasant-Park","0xS0hL8Msyk-vczJPE-HWg","Jun 2017","2017",292
"H2-fJhIZuBt_ozXuTycoyg","Foster-Park","wvCY0mdxDoCkV2LGf38MYw","Aug 2017","2017",263
"H2J7Sd_rvDrDw3ifxwuUzQ","Morton-Park","5sj_lOAm5FazInQ9WdKkfQ","Jun 2017","2017",146
"H2paNoRO8gCCMUwXXc3F0Q","John-Hendry-Park","rp3K33tZjlvIru14J3lvlQ","Jun 2017","2017",271
"H3Y9Lbatv0fxMLqh0nfisw","Quilchena-Park","zK37Lqzk_jh9AMX8elyHyQ","Jun 2017","2017",217
"H4-2Ft9WOE-hVflpHesh6g","Memorial-South-Park","2dLbOQZqksTXpcNmXrM0Qg","May 2017","2017",272
"H4jBkLHuBe_uMxDifbLgDw","Bobolink-Park","RFIBSdcqShFYBjtyjUD00g","May 2017","2017",184
"H588HZp7mKf4Gaa0VzLvAQ","Adanac-Park","RbDp--mrjRSOY3xH3xYGbw","Aug 2017","2017",270
"H5Q4wxHcP_pXG8P_rwHO3A","Foster-Park","QU-titFSVdxNXvBT0YdOSA","Aug 2017","2017",211
"H5YmD4C9l4slKe3z6NbZOg","Grimmett-Park","WwRs3ATJvXCt56Y-BSC60A","Jun 2017","2017",167
"H5iPejWCFMtMu9kJecZTxQ","David-Lam-Park","VyUjilpqRUJAeLzirXRFfw","May 2017","2017",295
"H6HYLRIfYublHqI638zmag","Connaught-Park","26Gah2U9FYmahPisBP6FPA","May 2017","2017",100
"H6wDmGdNoNXohHfwUOuPcg","Foster-Park","BT0gIgTY1pQQ5sm_KtY3Wg","Aug 2017","2017",225
"H78L7dHHAW1l9SD1a9nOpQ","Winona-Park","iZgqpEc8dkwLCSqKwZG_NQ","May 2017","2017",193
"H7Ufa5QT9TP9HUFsOsinZg","Connaught-Park","aJJQDXZkn0p-zMsogtQVHA","May 2017","2017",2
"H7XKkW_ywIpvaZqEONI3zQ","Strathcona-Park","OslojCQPYnE_dPB1tEZZUA","May 2017","2017",199
"H7u3QIm3Xb76Tgs57xaJew","Morton-Park","hY20klG0nEZiZhhspRqHDA","Jun 2017","2017",45
"H81hssEUFKEjEnzdwZiSqA","Morton-Park","NrL0Lq8YTl_BiWkkRBsEMQ","Jun 2017","2017",296
"H84cmUhni2Mk5qR6SMtNCA","Grimmett-Park","Da0u3s0g7FIEKi_VXjB_PA","Jun 2017","2017",178
"H84cmUhni2Mk5qR6SMtNCA","Grimmett-Park","n9t3ejt1M1g94R1App9R4Q","May 2017","2017",178
"H8EyIgz1Z3pVtR-XngxJgQ","Bobolink-Park","Wzot5HfFMifw-Vf1h7gWCg","May 2017","2017",42
"H8KW7AQdmKLIjJ0w7aW3Kw","Nelson-Park","MXIai-mq0-4B2AvNSrjSPw","May 2017","2017",332
"H8wgsHUMCEn9dK7OWONPEg","David-Lam-Park","4lHrmmlSDOV4cNUPzjS75Q","May 2017","2017",316
"H8wgsHUMCEn9dK7OWONPEg","Emery-Barnes-Park","n011q2A3WBPlZ7f-pTWnvw","May 2017","2017",316
"H97Aq3wCY42zFvswvWtdrw","Woodland-Park","B7kSFRDpwNQ_MD9RMwo7GA","May 2017","2017",284
"H9F-RMpk5sQIv7JepM8Zaw","McCleery-Park","TQLBT6a56TC2SGhoPVN-dg","Jun 2017","2017",314
"H9VquuWCnsqb0jydyjYKWw","Hillcrest-Park","5dtfCpoZIIyPqped1GVsWA","May 2017","2017",324
"H9dBXqUyk2W40wg-qY2u2g","Woodland-Park","zr9jURiiiZZvod81LmVfIQ","Apr 2017","2017",273
"HA_Upp2QNbuAysRc5Uh7Eg","Emery-Barnes-Park","YiOadUYW6zLdtBkiu7IuUg","Jun 2017","2017",33
"HApGaCJBtLLaRdbaGBeayQ","Woodland-Park","hUodwtWapDZ-TmW1kvW5ow","Jun 2017","2017",61
"HBS4Ge_dJIQYQboH0y7PZA","Nelson-Park","-lTopXU-czj8HxY36t_HiQ","May 2017","2017",323
"HBgjGBFFzagsxT7I7zCvSQ","David-Lam-Park","Z_5vXV_CnSVMbTDoujrNaA","May 2017","2017",315
"HBgjGBFFzagsxT7I7zCvSQ","Emery-Barnes-Park","Z_5vXV_CnSVMbTDoujrNaA","May 2017","2017",315
"HCziLxv5aQZhro3HlsbkzA","Memorial-South-Park","CTa7zYyfPJ2FmfM2wasTxQ","May 2017","2017",1
"HEUwxCe026Ho27XR_YbXEw","Granville-Park","w4pRaONEmZWt9gaJBX_B0Q","May 2017","2017",31
"HF02gKXZMHypoP7mvStNMg","Earles-Park","EMLJnbN-I_0Depl6MW1VZw","Jun 2017","2017",6
"HF6vzKRqkH59VCqVwN07Hg","David-Lam-Park","84w113xGqlxNyCFSz3Y-kA","Jun 2017","2017",320
"HFnCk7t5fqENapmjmoIv6A","Connaught-Park","4BZsprfZXaVHT7KWmS2RaA","May 2017","2017",95
"HG4tnE9uxpW54Rd2kKxfEw","Hillcrest-Park","LqKMqGy5TLmGOM_U9VDOgw","May 2017","2017",206
"HG7xQP0EEUFhWZ98PBVnGQ","Mount-Pleasant-Park","O4jaqrjU2J8VsFeh2ThBow","Jun 2017","2017",91
"HGm5UGEXj0RClNOHVcuJ5g","Quilchena-Park","TIriNi9vJJ_9VQ13BpoJLQ","Jun 2017","2017",153
"HGm5UGEXj0RClNOHVcuJ5g","Quilchena-Park","cqM7CK-DZWKrHncH7No0tA","May 2017","2017",153
"HHnbLbPOiDfemc6YNhOwqw","Emery-Barnes-Park","0qLfNt4tg9NDuH6xHesqlw","Jun 2017","2017",133
"HIHbGiB9TGg2x_Kxoz3jnQ","Grimmett-Park","Oqt5vVB6YHtV44ybsViwUw","May 2017","2017",359
"HIHbGiB9TGg2x_Kxoz3jnQ","Mount-Pleasant-Park","Oqt5vVB6YHtV44ybsViwUw","May 2017","2017",359
"HIz7hWHNoQovU6lxbz_jKA","Hillcrest-Park","s4FRRGnYdyGBD1XVnhC4Ow","May 2017","2017",157
"HJ-5eA2IHGd36TqW9ViMZg","Grimmett-Park","Twhp99l6BajdYxucdhqJ7Q","May 2017","2017",335
"HJWoUXC5O9VJIFtZt_UD_w","Winona-Park","5Jy07fyxYbY8GR_CjzpPZw","May 2017","2017",334
"HJbd7-cXzX5y8C3hGdjtvw","Woodland-Park","TMsunjuKwgfMZO3Oh88dJg","Apr 2017","2017",262
"HLwi2bOgDT4VTURgFyBPfQ","David-Lam-Park","h5H0-8Qa4fYCrfNVTZWwMw","Jun 2017","2017",346
"HM9_2WkPYpynBzADZA4dpQ","Grimmett-Park","mEEO4OfodXvqep-kRxWFig","Jun 2017","2017",290
"HMXnCNA0Rr55Gqa1Plnn_A","Emery-Barnes-Park","9ud6WPOEFDNUGPmVv99IKQ","May 2017","2017",315
"HN_gKVnFPcs--rgtYkajlA","Bobolink-Park","f8yglyXTK-qS9VWEPwAFZw","May 2017","2017",206
"HNaoyGDZ4E7g8OUp8Gu8Zw","Connaught-Park","RBmj1AES7Mp7MgLllFPKvA","May 2017","2017",1
"HON9OOT9nO_JctAf-fhxOw","Granville-Park","yQZ6GaRG-T6BjNKBqjZdPg","May 2017","2017",181
"HOpIwA_qXt7kThewE4hJIA","Morton-Park","DhZDxXJjZqsdQqkRd8pKgg","Jun 2017","2017",45
"HOw7MggiUr5gLvLm7RZRWg","Strathcona-Park","95BDHVRMI-Y6zj7zU1V2gg","Jun 2017","2017",343
"HPPp5VDhcR_TnBzzzXlwFA","Granville-Park","d53_IN_30yQEQNS1h8DEPg","Jun 2017","2017",271
"HPpnoRH28rQRXRs_co9X3Q","Emery-Barnes-Park","bgnHOKmWiDjq3sAP86sgJw","Jun 2017","2017",273
"HPpnoRH28rQRXRs_co9X3Q","David-Lam-Park","fdNNa4wYePxHPgKtf7oMxg","Jun 2017","2017",273
"HQ4JAR4EPzOjheRuGUfpQA","Woodland-Park","gi1WwD0XuspHWfiTw-8IBg","May 2017","2017",271
"HQmhXT6MPCLbfM8RQW-muA","Nelson-Park","fO3GysJTKnKJ63Ckz30ekg","May 2017","2017",229
"HR23fe9_pmF2BqrS4ctJ1A","Granville-Park","NBVMNJicRP43kYuRGCQxfw","May 2017","2017",181
"HR5YH0ikzMh5OtmBGWpCjg","Grimmett-Park","hSdAmR13xe9-9YE6aJc72A","May 2017","2017",88
"HRQi1b-Zh7xhfTF-khQAag","Connaught-Park","Sit5qb4YG-lxX8QXDiWGzg","Jun 2017","2017",288
"HS9pfZIgJ4UauQcFuZrATQ","Emery-Barnes-Park","SngdBkAv83V-QHPRZXzg_Q","May 2017","2017",33
"HSZbO7yqf995cljsPhleVQ","Eburne-Park","WY6pqH_JYMfTF6Qomuviag","May 2017","2017",182
"HSr-pjUVRefvRDYXBgCOUg","Memorial-South-Park","42sl43kEIeX8wgMtntC4lQ","May 2017","2017",271
"HU3JKJvBtekX0XqFFuqvvA","Morton-Park","JD9CFAb5RCgnDd8Oor6YRg","Jun 2017","2017",115
"HV5J7iXrStGp9xxawU7gbA","Eburne-Park","Z_mZaASgiEKN08pIfeywIg","May 2017","2017",119
"HW9-IsnQ3Yd5bgYfK32WfA","Eburne-Park","qI78TUVHYwugh2qIe4O_ng","Jun 2017","2017",360
"HWumxZHDiM1lGO5pUos8Xg","Quilchena-Park","6jd0Q_RjoENXyHxa_3Et0A","Jun 2017","2017",91
"HX65LrizjcX48U0yHPwyEw","Nelson-Park","cQD9DL0JjF4H4vtcKLX12g","May 2017","2017",251
